Parent Compound	Preferred Name	SMILES	Non-generic Scaffold SMILES	Non-generic Scaffold ID	Generic Scaffold SMILES	Generic Scaffold ID	MESH Indications
CHEMBL1166	ARGATROBAN	CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1	O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1	SCAFFA261	C1CCC(CCCCC2CCCC3CCCCC23)CC1	SCAFFB179	Thrombosis
CHEMBL1465	PHENPROCOUMON	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	O=c1oc2ccccc2cc1Cc1ccccc1	SCAFFA147	C1CCC(CC2CCC3CCCCC3C2)CC1	SCAFFB108	Thrombosis
CHEMBL1466	DICUMAROL	O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O	O=c1oc2ccccc2cc1Cc1cc2ccccc2oc1=O	SCAFFA262	C1CCC2CC(CC3CCC4CCCCC4C3)CCC2C1	SCAFFB180	Thrombosis
CHEMBL711	PHENINDIONE	O=C1c2ccccc2C(=O)C1c1ccccc1	O=C1c2ccccc2C(=O)C1c1ccccc1	SCAFFA263	C1CCC(C2CC3CCCCC3C2)CC1	SCAFFB144	Thrombosis
CHEMBL2146883	COBIMETINIB	O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1	O=C(c1ccccc1Nc1ccccc1)N1CC([C@@H]2CCCCN2)C1	SCAFFA264	C1CCC(CC2CCCCC2CC2CC(C3CCCCC3)C2)CC1	SCAFFB181	Neoplasms
CHEMBL450449	TRABECTEDIN	COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4	O=C1OC[C@H]2c3c(ccc4c3OCO4)[C@@H](SC[C@]13NCCc1ccccc13)[C@H]1[C@@H]3N[C@@H](Cc4ccccc43)CN12	SCAFFA265	C1CCC2C(C1)CC1CC2C2C3CCC4(CCCC5CCCCC54)CCCC(C2C1)C1C2CCCC2CCC31	SCAFFB182	Liposarcoma
CHEMBL204656	ELVITEGRAVIR	COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C	O=c1cc[nH]c2ccc(Cc3ccccc3)cc12	SCAFFA266	C1CCC(CC2CCC3CCCCC3C2)CC1	SCAFFB108	HIV Infections
CHEMBL927	CEFDINIR	C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1	N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1	SCAFFA267	C1CCC(CCCC2CC3CCCCC32)C1	SCAFFB183	Pharyngitis
CHEMBL1374379	BENZONATATE	CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Cough
CHEMBL1082	AMOXICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12	SCAFFA268	C1CCC(CCCC2CC3CCCC23)CC1	SCAFFB184	Respiratory Tract Infections
CHEMBL942	BISACODYL	CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1	c1ccc(C(c2ccccc2)c2ccccn2)cc1	SCAFFA269	C1CCC(C(C2CCCCC2)C2CCCCC2)CC1	SCAFFB31	Constipation
CHEMBL487253	BENDAMUSTINE	Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21	c1ccc2[nH]cnc2c1	SCAFFA270	C1CCC2CCCC2C1	SCAFFB5	Neoplasms
CHEMBL642	ACEBUTOLOL	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Arrhythmias, Cardiac
CHEMBL158	AZTREONAM	C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O	N=C(C(=O)N[C@H]1CNC1=O)c1cscn1	SCAFFA271	C1CCC(CCCC2CCC2)C1	SCAFFB185	Cystic Fibrosis
CHEMBL186	CEFEPIME	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1	N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[NH+]3CCCC3)CS[C@H]12)c1cscn1	SCAFFA272	C1CCC(CCCC2CC3CC(CC4CCCC4)CCC23)C1	SCAFFB186	Sprains and Strains
CHEMBL476	DACARBAZINE	CN(C)/N=N/c1[nH]cnc1C(N)=O	c1c[nH]cn1	SCAFFA38	C1CCCC1	SCAFFB2	Hodgkin Disease
CHEMBL820	BUSULFAN	CS(=O)(=O)OCCCCOS(C)(=O)=O		SCAFFA31		SCAFFB28	Neoplasms
CHEMBL1163	ATAZANAVIR	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1	SCAFFA273	C(CCCC1CCC(C2CCCCC2)CC1)CCC1CCCCC1	SCAFFB187	HIV Infections
CHEMBL44354	CEFTAZIDIME	CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O	N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1	SCAFFA274	C1CCC(CC2CCC3C(CCCC4CCCC4)CC3C2)CC1	SCAFFB188	Parametritis
CHEMBL1689063	AVIBACTAM	NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O	O=C1N[C@@H]2CCCN1C2	SCAFFA275	C1CC2CCC(C1)C2	SCAFFB189	Intraabdominal Infections
CHEMBL163	RITONAVIR	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	O=C(CNC(=O)NCc1cscn1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1	SCAFFA276	C(CCCC1CCCC1)CCCC(CCC(CCCCC1CCCC1)CC1CCCCC1)CC1CCCCC1	SCAFFB190	Virus Diseases
CHEMBL2023898	DACLATASVIR	COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C	c1cc(-c2cnc([C@@H]3CCCN3)[nH]2)ccc1-c1ccc(-c2cnc([C@@H]3CCCN3)[nH]2)cc1	SCAFFA277	C1CCC(C2CCC(C3CCC(C4CCC(C5CCC(C6CCCC6)C5)CC4)CC3)C2)C1	SCAFFB191	Virus Diseases
CHEMBL3127326	OMBITASVIR	COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C	O=C(Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4)cc3)N2c2ccccc2)cc1)[C@@H]1CCCN1	SCAFFA278	C1CCC(C2C(C3CCC(CCC4CCCC4)CC3)CCC2C2CCC(CCC3CCCC3)CC2)CC1	SCAFFB192	Hepatitis C
CHEMBL2105760	BREXPIPRAZOLE	O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1	O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1	SCAFFA279	C(CCC1CCC(C2CCCC3CCCC32)CC1)CCC1CCC2CCCCC2C1	SCAFFB193	Schizophrenia
CHEMBL483254	PANOBINOSTAT	Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1	c1ccc(CNCCc2c[nH]c3ccccc23)cc1	SCAFFA280	C1CCC(CCCCC2CCC3CCCCC23)CC1	SCAFFB194	Neoplasms
CHEMBL334966	CANGRELOR	CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O	c1ncc2ncn([C@H]3CCCO3)c2n1	SCAFFA193	C1CCC2C(C1)CCC2C1CCCC1	SCAFFB136	Thrombosis
CHEMBL1201256	TRIMETHOBENZAMIDE	COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC	O=C(NCc1ccccc1)c1ccccc1	SCAFFA281	C1CCC(CCCC2CCCCC2)CC1	SCAFFB171	Hypersensitivity
CHEMBL3391662	PARITAPREVIR	Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1	O=C(N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3nc4ccccc4c4ccccc34)CN2C1=O)c1cnccn1	SCAFFA282	C1CCC(CCC2CCCCCCCC3CC3(CCCC3CC3)CCC3CC(CC4CC5CCCCC5C5CCCCC45)CC3C2)CC1	SCAFFB195	Hepatitis C
CHEMBL3137312	DASABUVIR	COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C	O=c1ccn(-c2cccc(-c3ccc4ccccc4c3)c2)c(=O)[nH]1	SCAFFA283	C1CCC(C2CCCC(C3CCC4CCCCC4C3)C2)CC1	SCAFFB196	Virus Diseases
CHEMBL633	AMIODARONE	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	O=C(c1ccccc1)c1coc2ccccc12	SCAFFA284	C1CCC(CC2CCC3CCCCC32)CC1	SCAFFB117	Arrhythmias, Cardiac
CHEMBL174	AMPICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12	SCAFFA268	C1CCC(CCCC2CC3CCCC23)CC1	SCAFFB184	Meningitis, Bacterial
CHEMBL1435	CEFAZOLIN	Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1	O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C=C(CSc3nncs3)CS[C@H]12	SCAFFA285	C1CCC(CCCC2CC3CC(CCC4CCCC4)CCC23)C1	SCAFFB197	Bacterial Infections
CHEMBL3707331	ROLAPITANT	C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	O=C1CC[C@]2(CC[C@@](COCc3ccccc3)(c3ccccc3)NC2)N1	SCAFFA286	C1CCC(CCCC2(C3CCCCC3)CCC3(CCCC3)CC2)CC1	SCAFFB198	Postoperative Nausea and Vomiting
CHEMBL1129	TRIFLURIDINE	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F	O=c1ccn([C@H]2CCCO2)c(=O)[nH]1	SCAFFA287	C1CCC(C2CCCC2)CC1	SCAFFB39	Keratoconjunctivitis
CHEMBL55	PENTAMIDINE	N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	c1ccc(OCCCCCOc2ccccc2)cc1	SCAFFA288	C(CCCC1CCCCC1)CCCC1CCCCC1	SCAFFB199	Pneumocystis Infections
CHEMBL660	AMANTADINE	NC12CC3CC(CC(C3)C1)C2	C1C2CC3CC1CC(C2)C3	SCAFFA289	C1C2CC3CC1CC(C2)C3	SCAFFB200	Parkinson Disease
CHEMBL238804	SELEXIPAG	CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1	c1ccc(-c2nccnc2-c2ccccc2)cc1	SCAFFA290	C1CCC(C2CCCCC2C2CCCCC2)CC1	SCAFFB201	Familial Primary Pulmonary Hypertension
CHEMBL1139	EPOPROSTENOL	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O	C=C1C[C@@H]2CCC[C@@H]2O1	SCAFFA291	C1CC2CCCC2C1	SCAFFB202	Pulmonary Arterial Hypertension
CHEMBL493982	VORAPAXAR	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1	O=C1OC[C@H]2[C@@H](/C=C/c3ccc(-c4ccccc4)cn3)[C@@H]3CCCC[C@H]3C[C@@H]12	SCAFFA292	C1CCC(C2CCC(CCC3C4CCCCC4CC4CCCC43)CC2)CC1	SCAFFB203	Peripheral Arterial Disease
CHEMBL125	MILTEFOSINE	CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C		SCAFFA31		SCAFFB28	Trypanosomiasis
CHEMBL638	VORICONAZOLE	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1	SCAFFA293	C1CCC(CC(CC2CCCC2)C2CCCCC2)CC1	SCAFFB204	Fusariosis
CHEMBL1631694	FEXINIDAZOLE	CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1	c1ccc(OCc2ncc[nH]2)cc1	SCAFFA294	C1CCC(CCC2CCCC2)CC1	SCAFFB54	Leishmaniasis
CHEMBL1741	CLARITHROMYCIN	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1	SCAFFA295	C1CCCCCC(CC2CCCCC2)CC(CC2CCCCC2)CCCCC1	SCAFFB205	Pharyngitis
CHEMBL33	LEVOFLOXACIN	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2	SCAFFA296	C1CCC(C2CCC3CCCC4CCCC2C43)CC1	SCAFFB206	Otitis Externa
CHEMBL1397	POSACONAZOLE	CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O	O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OC[C@@H]4CO[C@@](Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1	SCAFFA297	C1CCC(C2(CC3CCCC3)CCC(CCC3CCC(C4CCC(C5CCC(C6CCCC6)CC5)CC4)CC3)C2)CC1	SCAFFB207	Candidiasis
CHEMBL1590	PSEUDOEPHEDRINE	CN[C@@H](C)[C@@H](O)c1ccccc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Migraine Disorders
CHEMBL31	GATIFLOXACIN	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12	SCAFFA298	C1CCC(C2CCC3CCCC(C4CC4)C3C2)CC1	SCAFFB208	Bacterial Infections
CHEMBL848	LENALIDOMIDE	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O	O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1	SCAFFA299	C1CCC(C2CC3CCCCC3C2)CC1	SCAFFB144	Anemia
CHEMBL403664	BLEOMYCIN	Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1	O=C(CCCNC(=O)[C@@H](NC(=O)c1ccncn1)[C@@H](O[C@@H]1OCCC[C@@H]1O[C@@H]1CCCCO1)c1c[nH]cn1)NCC(=O)NCCc1nc(-c2nccs2)cs1	SCAFFA300	C(CCCCCCC(CCC1CCCCC1)C(CC1CCCCC1CC1CCCCC1)C1CCCC1)CCCCCC1CCC(C2CCCC2)C1	SCAFFB209	Hodgkin Disease
CHEMBL372795	STREPTOMYCIN	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1	SCAFFA301	C1CCC(CC2CCCC2CC2CCCCC2)CC1	SCAFFB210	Tuberculosis
CHEMBL777	CLAVULANIC ACID	O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21	C=C1CN2C(=O)C[C@H]2O1	SCAFFA302	C1CC2CCC2C1	SCAFFB211	Respiratory Tract Infections
CHEMBL701	BACLOFEN	NCC(CC(=O)O)c1ccc(Cl)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Multiple Sclerosis
CHEMBL515	CHLORAMBUCIL	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Hodgkin Disease
CHEMBL2219536	MIPOMERSEN	COCCO[C@@H]1[C@H](SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O	O=c1ccn([C@H]2C[C@H](S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5cncnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cccnc4=O)C[C@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cnc5cncnc54)C[C@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cccnc4=O)C[C@H]3S[PH](=O)OC[C@H]3CC[C@@H](n4cccnc4=O)O3)[C@@H](CO[PH](=O)S[C@H]3C[C@H](n4cccnc4=O)O[C@@H]3CO[PH](=O)S[C@H]3C[C@H](n4cccnc4=O)O[C@@H]3CO[PH](=O)S[C@@H]3CO[C@@H](n4cnc5c(=O)[nH]cnc54)C3)O2)c(=O)[nH]1	SCAFFA303	C1CCC(C2CCC(CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCC5CCCCC54)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCC5CCCCC54)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCC5CCCCC54)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCC5CCCCC54)CC3CCCCC3CC(C4CCC5CCCCC54)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CC(C4CCCCC4)CC3CCCCC3CCC(C4CCC5CCCCC54)C3)C2)CC1	SCAFFB212	Hyperlipoproteinemia Type II
CHEMBL1201753	PITAVASTATIN	O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1	c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1	SCAFFA304	C1CCC(C2CC(C3CC3)CC3CCCCC32)CC1	SCAFFB213	Hyperlipidemias
CHEMBL477	ADENOSINE	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	c1ncc2ncn([C@H]3CCCO3)c2n1	SCAFFA193	C1CCC2C(C1)CCC2C1CCCC1	SCAFFB136	Tachycardia, Paroxysmal
CHEMBL645	BISOPROLOL	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Cardiovascular Diseases
CHEMBL459	METHYLDOPA	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Hypertension
CHEMBL27	PROPRANOLOL	CC(C)NCC(O)COc1cccc2ccccc12	c1ccc2ccccc2c1	SCAFFA103	C1CCC2CCCCC2C1	SCAFFB32	Migraine Disorders
CHEMBL866	MYCOPHENOLIC ACID	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	O=C1OCc2ccccc21	SCAFFA305	C1CCC2CCCC2C1	SCAFFB5	Multiple Sclerosis
CHEMBL22	TRIMETHOPRIM	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	c1ccc(Cc2cncnc2)cc1	SCAFFA306	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Otitis Media
CHEMBL1434	MINOCYCLINE	CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O	O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21	SCAFFA158	C1CCC2CC3CC4CCCCC4CC3CC2C1	SCAFFB116	Respiratory Tract Infections
CHEMBL493	BROMOCRIPTINE	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1	SCAFFA307	C1CC2CCC3CC(CCC4CCC5CC6CCC7CCCC(C5C4)C76)CC3C2C1	SCAFFB214	Parkinson Disease
CHEMBL177	AMIKACIN	NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O	C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1	SCAFFA308	C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1	SCAFFB215	Lung Diseases
CHEMBL1455	ALTRETAMINE	CN(C)c1nc(N(C)C)nc(N(C)C)n1	c1ncncn1	SCAFFA309	C1CCCCC1	SCAFFB3	Neoplasms
CHEMBL1201231	PREDNISOLONE PHOSPHORIC ACID	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O	O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21	SCAFFA115	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Multiple Sclerosis
CHEMBL76	CHLOROQUINE	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	c1ccc2ncccc2c1	SCAFFA310	C1CCC2CCCCC2C1	SCAFFB32	Malaria
